ObservationID,ObservationDate,Location,Category,Description,RiskLevel,IsNearMiss,IsIncident
OBS_20260311_134713,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134713,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134713,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134713,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134713,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134713,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134713,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134713,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134713,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134713,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134714,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134714,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134714,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134714,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134714,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134714,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134714,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134714,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134714,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134714,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134714,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134714,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134715,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134715,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134715,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134715,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134715,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134715,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134715,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134715,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134716,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134716,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134716,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134717,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134717,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134717,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134717,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134717,2026-03-11,CAM_1,Fire Safety,Monitoring session stopped.,High,False,False
OBS_20260311_134826,2026-03-11,CAM_1,Fire Safety,Monitoring session started.,High,False,False
OBS_20260311_134830,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134831,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134834,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134835,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134835,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134835,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134835,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134835,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134835,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134950,2026-03-11,CAM_1,Fire Safety,Monitoring session started.,High,False,False
OBS_20260311_134952,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134952,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134952,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134952,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134952,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134953,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134953,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134953,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134953,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134953,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134953,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134954,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134954,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134954,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134954,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134954,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134954,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134955,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134955,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134955,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134955,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134955,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134955,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134956,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134956,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134956,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134956,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134956,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134956,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134957,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134957,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134957,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134957,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134957,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134957,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134957,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134958,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134958,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134958,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134958,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_134958,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134958,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134958,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134958,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134959,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134959,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_134959,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135000,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135000,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_135000,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135003,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_135003,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135004,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135005,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135005,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_135005,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135005,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135006,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135006,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135007,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135007,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135009,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135010,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135010,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135010,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135010,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135011,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_135011,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135011,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_135011,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135011,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_135011,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135011,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135011,2026-03-11,CAM_1,Restricted Zone,Unauthorized entry detected.,High,True,False
OBS_20260311_135012,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135012,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135012,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135013,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135013,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135015,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135016,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135016,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135016,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135016,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135016,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135016,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135017,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135017,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135017,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135018,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135018,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135018,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135018,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135019,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135019,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135020,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135020,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135020,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135021,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135021,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135022,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135023,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135024,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135024,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135024,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135024,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135024,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135027,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135029,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135033,2026-03-11,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260311_135033,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135034,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135034,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135034,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135034,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135035,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135035,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135035,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135035,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135036,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135036,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260311_135044,2026-03-11,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260429_120637,2026-04-29,CAM_1,Fire Safety,Monitoring session started.,High,False,False
OBS_20260429_120642,2026-04-29,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260429_120646,2026-04-29,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260429_120737,2026-04-29,CAM_1,Restricted Zone,Unauthorized entry detected.,High,True,False
OBS_20260429_120738,2026-04-29,CAM_1,Fire Safety,Monitoring session stopped.,High,False,False
OBS_20260429_121550,2026-04-29,CAM_1,Fire Safety,Monitoring session started.,High,False,False
OBS_20260429_121551,2026-04-29,CAM_1,Fire Safety,Monitoring session stopped.,High,False,False
OBS_20260429_121609,2026-04-29,CAM_1,Fire Safety,Monitoring session started.,High,False,False
OBS_20260429_121614,2026-04-29,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260429_121614,2026-04-29,CAM_1,Fire Safety,Monitoring session stopped.,High,False,False
OBS_20260429_121704,2026-04-29,CAM_1,Fire Safety,Monitoring session started.,High,False,False
OBS_20260429_121709,2026-04-29,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260429_121715,2026-04-29,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260429_121738,2026-04-29,CAM_1,Restricted Zone,Unauthorized entry detected.,High,True,False
OBS_20260429_121811,2026-04-29,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260429_121816,2026-04-29,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260429_121818,2026-04-29,CAM_1,Fire Safety,Monitoring session stopped.,High,False,False
OBS_20260429_122023,2026-04-29,CAM_1,Fire Safety,Monitoring session started.,High,False,False
OBS_20260429_122028,2026-04-29,CAM_1,Fire Safety,Fire detected near equipment.,High,False,False
OBS_20260429_122032,2026-04-29,CAM_1,PPE,Helmet missing detected.,Medium,True,False
OBS_20260429_122116,2026-04-29,CAM_1,Fire Safety,Monitoring session stopped.,High,False,False
